N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0579,Reuniclus,,Psico,,Pokémon Espansione,Stadio 2,110,65,75,125,85,30,490,"81,67",Energy Ball,Expanding Force,Focus Blast,Knock Off,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0580,Ducklett,,Acqua,Volante,Pokémon Alacquatico,Base,62,44,50,44,50,55,305,"50,83",,,,,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0581,Swanna,,Acqua,Volante,Pokémon Biancuccello,Stadio 1,75,87,63,87,63,98,473,"78,83",,,,,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0582,Vanillite,,Ghiaccio,,Pokémon Nevefresca,Base,36,50,50,65,60,44,305,"50,83",Ice Beam,Light Screen,Protect,Rest,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0583,Vanillish,,Ghiaccio,,Pokémon Geloneve,Stadio 1,51,65,65,80,75,59,395,"65,83",Ice Beam,Light Screen,Protect,Rest,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0584,Vanilluxe,,Ghiaccio,,Pokémon Bufera,Stadio 2,71,95,85,110,95,79,535,"89,17",Aurora Veil,Beat Up,Blizzard,Freeze-Dry,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0585,Deerling,Forma Primavera,Normale,Erba,Pokémon Stagione,Base,60,60,50,40,50,75,335,"55,83",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0585,Deerling,Forma Estate,Normale,Erba,Pokémon Stagione,Base,60,60,50,40,50,75,335,"55,83",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0585,Deerling,Forma Autunno,Normale,Erba,Pokémon Stagione,Base,60,60,50,40,50,75,335,"55,83",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0585,Deerling,Forma Inverno,Normale,Erba,Pokémon Stagione,Base,60,60,50,40,50,75,335,"55,83",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0586,Sawsbuck,Forma Primavera,Normale,Erba,Pokémon Stagione,Stadio 1,80,100,70,60,70,95,475,"79,17",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0586,Sawsbuck,Forma Estate,Normale,Erba,Pokémon Stagione,Stadio 1,80,100,70,60,70,95,475,"79,17",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0586,Sawsbuck,Forma Autunno,Normale,Erba,Pokémon Stagione,Stadio 1,80,100,70,60,70,95,475,"79,17",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0586,Sawsbuck,Forma Inverno,Normale,Erba,Pokémon Stagione,Stadio 1,80,100,70,60,70,95,475,"79,17",,,,,–,Terra - Roccia - Acqua,Lotta,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0587,Emolga,,Elettro,Volante,Pokémon Petauro,Base,55,75,60,75,60,103,428,"71,33",Baton Pass,Charm,Eerie Impulse,Knock Off,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0588,Karrablast,,Coleottero,,Pokémon Addentatore,Base,50,75,45,40,45,60,315,"52,50",Knock Off,Protect,Rest,Toxic,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0589,Escavalier,,Coleottero,Acciaio,Pokémon Cavaliere,Stadio 1,70,135,105,60,105,20,495,"82,50",Close Combat,Drill Run,Iron Head,Knock Off,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0590,Foongus,,Erba,Veleno,Pokémon Fungo,Base,69,55,45,55,55,15,294,"49,00",Protect,Rest,Spore,Toxic,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0591,Amoonguss,,Erba,Veleno,Pokémon Fungo,Stadio 1,114,85,70,85,80,30,464,"77,33",Clear Smog,Energy Ball,Pollen Puff,Protect,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0592,Frillish,Maschio,Acqua,Spettro,Pokémon Fluttuante,Base,55,40,50,65,85,40,335,"55,83",Destiny Bond,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0592,Frillish,Femmina,Acqua,Spettro,Pokémon Fluttuante,Base,55,40,50,65,85,40,335,"55,83",Destiny Bond,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0593,Jellicent,Maschio,Acqua,Spettro,Pokémon Fluttuante,Stadio 1,100,60,70,85,105,60,480,"80,00",Dazzling Gleam,Destiny Bond,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0593,Jellicent,Femmina,Acqua,Spettro,Pokémon Fluttuante,Stadio 1,100,60,70,85,105,60,480,"80,00",Dazzling Gleam,Destiny Bond,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Buio - Spettro
#0594,Alomomola,,Acqua,,Pokémon Assistenza,Base,165,75,80,40,45,65,470,"78,33",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0595,Joltik,,Coleottero,Elettro,Pokémon Appiccicante,Base,50,47,50,57,50,65,319,"53,17",Light Screen,Protect,Rest,Toxic,Erba - Buio - Psico,Volante - Acqua,Fuoco - Volante - Roccia,Terra
#0596,Galvantula,,Coleottero,Elettro,Pokémon Elettroragno,Stadio 1,70,77,60,97,60,108,472,"78,67",Bug Buzz,Electroweb,Energy Ball,Light Screen,Erba - Buio - Psico,Volante - Acqua,Fuoco - Volante - Roccia,Terra
#0597,Ferroseed,,Erba,Acciaio,Pokémon Spinaseme,Base,44,50,91,24,86,10,305,"50,83",Knock Off,Protect,Rest,Stealth Rock,Terra - Roccia - Acqua,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Terra
#0598,Ferrothorn,,Erba,Acciaio,Pokémon Spinasfere,Stadio 1,74,94,131,54,116,20,489,"81,50",Body Press,Iron Defense,Knock Off,Leech Seed,Terra - Roccia - Acqua,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Terra
#0599,Klink,,Acciaio,,Pokémon Ingranaggio,Base,40,55,70,45,60,30,300,"50,00",Protect,Rest,Toxic,Volt Switch,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0600,Klang,,Acciaio,,Pokémon Ingranaggio,Stadio 1,60,80,95,70,85,50,440,"73,33",Protect,Rest,Toxic,Volt Switch,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0601,Klinklang,,Acciaio,,Pokémon Ingranaggio,Stadio 2,60,100,115,70,85,90,520,"86,67",Gear Grind,Giga Impact,Protect,Rest,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0602,Tynamo,,Elettro,,Pokémon Elettropesce,Base,35,55,40,45,40,60,275,"45,83",,,,,Volante - Acqua,–,Terra,–
#0603,Eelektrik,,Elettro,,Pokémon Elettropesce,Stadio 1,65,85,70,75,70,40,405,"67,50",,,,,Volante - Acqua,–,Terra,–
#0604,Eelektross,,Elettro,,Pokémon Elettropesce,Stadio 2,85,115,80,105,80,50,515,"85,83",,,,,Volante - Acqua,–,Terra,–
#0605,Elgyem,,Psico,,Pokémon Cervello,Base,55,55,55,85,55,30,335,"55,83",Destiny Bond,Light Screen,Protect,Reflect,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0606,Beheeyem,,Psico,,Pokémon Cervello,Stadio 1,75,75,75,125,95,40,485,"80,83",Dark Pulse,Destiny Bond,Energy Ball,Expanding Force,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0607,Litwick,,Spettro,Fuoco,Pokémon Candela,Base,50,30,55,65,55,20,275,"45,83",Protect,Rest,Taunt,Toxic,Spettro - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Spettro,Terra - Roccia - Acqua
#0608,Lampent,,Spettro,Fuoco,Pokémon Lanterna,Stadio 1,60,40,60,95,60,55,370,"61,67",Protect,Rest,Taunt,Toxic,Spettro - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Spettro,Terra - Roccia - Acqua
#0609,Chandelure,,Spettro,Fuoco,Pokémon Attiranime,Stadio 2,60,55,90,145,90,80,520,"86,67",Energy Ball,Heat Wave,Imprison,Protect,Spettro - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Buio - Spettro,Terra - Roccia - Acqua
#0610,Axew,,Drago,,Pokémon Zanna,Base,46,87,60,30,40,57,320,"53,33",Protect,Rest,Taunt,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0611,Fraxure,,Drago,,Pokémon Mascellascia,Stadio 1,66,117,70,40,50,67,410,"68,33",Protect,Rest,Taunt,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0612,Haxorus,,Drago,,Pokémon Mascellascia,Stadio 2,76,147,90,60,70,97,540,"90,00",Breaking Swipe,Close Combat,Dragon Claw,Dragon Dance,Drago,–,Drago - Folletto - Ghiaccio,–
#0613,Cubchoo,,Ghiaccio,,Pokémon Freddo,Base,55,70,40,60,40,40,305,"50,83",Ice Beam,Protect,Rest,Toxic,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0614,Beartic,,Ghiaccio,,Pokémon Glaciale,Stadio 1,95,130,80,70,80,50,505,"84,17",Aqua Jet,Dig,Heavy Slam,Ice Beam,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0615,Cryogonal,,Ghiaccio,,Pokémon Cristallo,Base,80,50,50,95,135,105,515,"85,83",Blizzard,Flash Cannon,Freeze-Dry,Ice Beam,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0616,Shelmet,,Coleottero,,Pokémon Lumachina,Base,50,40,85,40,65,25,305,"50,83",Baton Pass,Protect,Rest,Toxic,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0617,Accelgor,,Coleottero,,Pokémon Sgusciato,Stadio 1,80,70,40,100,60,145,495,"82,50",Acid Spray,Baton Pass,Bug Buzz,Encore,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0618,Stunfisk,Forma Normale,Terra,Elettro,Pokémon Trappola,Base,109,66,84,81,99,32,471,"78,50",Earthquake,Protect,Rest,Scald,Elettro - Fuoco - Veleno - Roccia - Acciaio,Volante - Acqua,Erba - Ghiaccio - Acqua,Terra
#0618,Stunfisk,Forma Galar,Terra,Acciaio,Pokémon Trappola,Base,109,81,99,66,84,32,471,"78,50",Earthquake,Protect,Rest,Scald,Elettro - Fuoco - Veleno - Roccia - Acciaio,Folletto - Ghiaccio - Roccia,Erba - Ghiaccio - Acqua,Lotta - Fuoco - Terra
#0619,Mienfoo,,Lotta,,Pokémon Marziale,Base,45,85,50,55,50,65,350,"58,33",Baton Pass,Fake Out,Knock Off,Protect,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0620,Mienshao,,Lotta,,Pokémon Marziale,Stadio 1,65,125,60,95,60,105,510,"85,00",Ally Switch,Baton Pass,Close Combat,Coaching,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0621,Druddigon,,Drago,,Pokémon Grotta,Base,77,120,90,60,90,48,485,"80,83",Dragon Claw,Earthquake,Fire Punch,Glare,Drago,–,Drago - Folletto - Ghiaccio,–
#0622,Golett,,Terra,Spettro,Pokémon Statuanimata,Base,59,74,50,35,50,35,303,"50,50",Earthquake,Ice Beam,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Buio - Spettro
#0623,Golurk,,Terra,Spettro,Pokémon Statuanimata,Stadio 1,89,124,80,55,80,55,483,"80,50",Curse,Dynamic Punch,Earthquake,High Horsepower,Elettro - Fuoco - Veleno - Roccia - Acciaio,Spettro - Psico,Erba - Ghiaccio - Acqua,Buio - Spettro
#0624,Pawniard,,Buio,Acciaio,Pokémon Lamaffilata,Base,45,85,70,40,40,60,340,"56,67",Knock Off,Protect,Rest,Snarl,Spettro - Psico,Folletto - Ghiaccio - Roccia,Coleottero - Folletto - Lotta,Lotta - Fuoco - Terra
#0625,Bisharp,,Buio,Acciaio,Pokémon Fildilama,Stadio 1,65,125,100,60,70,70,490,"81,67",Assurance,Brick Break,Iron Head,Knock Off,Spettro - Psico,Folletto - Ghiaccio - Roccia,Coleottero - Folletto - Lotta,Lotta - Fuoco - Terra
#0626,Bouffalant,,Normale,,Pokémon Sfondatoro,Base,95,110,95,40,95,55,490,"81,67",Body Slam,Close Combat,Cotton Guard,Earthquake,–,–,Lotta,–
#0627,Rufflet,,Normale,Volante,Pokémon Aquilotto,Base,70,83,50,37,50,60,350,"58,33",Protect,Rest,Roost,Toxic,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0628,Braviary,Forma Normale,Normale,Volante,Pokémon Baldanza,Stadio 1,100,123,75,57,75,80,510,"85,00",Brave Bird,Close Combat,Protect,Rest,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0628,Braviary,Forma Hisui,Psico,Volante,Pokémon Baldogrido,Stadio 1,110,83,70,112,70,65,510,"85,00",Brave Bird,Close Combat,Protect,Rest,Lotta - Veleno,Coleottero - Lotta - Erba,Coleottero - Buio - Spettro,Elettro - Ghiaccio - Roccia
#0629,Vullaby,,Buio,Volante,Pokémon Pannolino,Base,70,55,75,45,65,60,370,"61,67",Knock Off,Protect,Rest,Roost,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0630,Mandibuzz,,Buio,Volante,Pokémon Ossaquila,Stadio 1,110,65,105,55,95,80,510,"85,00",Brave Bird,Fake Tears,Foul Play,Knock Off,Spettro - Psico,Coleottero - Lotta - Erba,Coleottero - Folletto - Lotta,Elettro - Ghiaccio - Roccia
#0631,Heatmor,,Fuoco,,Pokémon Formichiere,Base,85,97,66,105,66,65,484,"80,67",Knock Off,Protect,Rest,Taunt,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0632,Durant,,Coleottero,Acciaio,Pokémon Ferformica,Base,58,109,112,48,48,109,484,"80,67",Baton Pass,Entrainment,First Impression,Helping Hand,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0633,Deino,,Buio,Drago,Pokémon Impeto,Base,52,65,50,45,50,38,300,"50,00",Head Smash,Protect,Rest,Taunt,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0634,Zweilous,,Buio,Drago,Pokémon Irruenza,Stadio 1,72,85,70,65,70,58,420,"70,00",Head Smash,Protect,Rest,Taunt,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0635,Hydreigon,,Buio,Drago,Pokémon Brutale,Stadio 2,92,105,90,125,90,98,600,"100,00",Belch,Dark Pulse,Draco Meteor,Earth Power,Spettro - Psico,Drago,Coleottero - Folletto - Lotta,Drago - Folletto - Ghiaccio
#0636,Larvesta,,Coleottero,Fuoco,Pokémon Torcia,Base,55,85,55,50,55,60,360,"60,00",Light Screen,Protect,Rest,Toxic,Erba - Buio - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Fuoco - Volante - Roccia,Terra - Roccia - Acqua
#0637,Volcarona,,Coleottero,Fuoco,Pokémon Sole,Stadio 1,85,60,65,135,105,100,550,"91,67",Fiery Dance,Heat Wave,Hurricane,Light Screen,Erba - Buio - Psico,Coleottero - Erba - Ghiaccio - Acciaio,Fuoco - Volante - Roccia,Terra - Roccia - Acqua
#0638,Cobalion,,Acciaio,Lotta,Pokémon Metalcuore,Base,91,90,129,90,72,108,580,"96,67",Bounce,Close Combat,Iron Head,Protect,Folletto - Ghiaccio - Roccia,Buio - Ghiaccio - Normale - Roccia - Acciaio,Lotta - Fuoco - Terra,Folletto - Volante - Psico
#0639,Terrakion,,Roccia,Lotta,Pokémon Caverna,Base,91,129,90,72,90,108,580,"96,67",Close Combat,Coaching,Earthquake,Iron Head,Coleottero - Fuoco - Volante - Ghiaccio,Buio - Ghiaccio - Normale - Roccia - Acciaio,Lotta - Erba - Terra - Acciaio - Acqua,Folletto - Volante - Psico
#0640,Virizion,,Erba,Lotta,Pokémon Prateria,Base,91,90,72,90,129,108,580,"96,67",Bounce,Close Combat,Leaf Blade,Light Screen,Terra - Roccia - Acqua,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Folletto - Volante - Psico
#0641,Tornadus,Forma Incarnata,Volante,,Pokémon Turbinio,Base,79,115,70,125,80,111,580,"96,67",Air Slash,Brutal Swing,Heat Wave,Hurricane,Coleottero - Lotta - Erba,–,Elettro - Ghiaccio - Roccia,–
#0641,Tornadus,Forma Totem,Volante,,Pokémon Turbinio,Base,79,100,80,110,90,121,580,"96,67",Air Slash,Brutal Swing,Heat Wave,Hurricane,Coleottero - Lotta - Erba,–,Elettro - Ghiaccio - Roccia,–
#0642,Thundurus,Forma Incarnata,Elettro,Volante,Pokémon Fulminante,Base,79,115,70,125,80,111,580,"96,67",Fly,Lash Out,Protect,Rest,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0642,Thundurus,Forma Totem,Elettro,Volante,Pokémon Fulminante,Base,79,105,70,145,80,101,580,"96,67",Fly,Lash Out,Protect,Rest,Volante - Acqua,Coleottero - Lotta - Erba,Terra,Elettro - Ghiaccio - Roccia
#0643,Reshiram,,Drago,Fuoco,Pokémon Bianco Verità,Base,100,120,100,150,120,90,680,"113,33",Light Screen,Protect,Reflect,Rest,Drago,Coleottero - Erba - Ghiaccio - Acciaio,Drago - Folletto - Ghiaccio,Terra - Roccia - Acqua
#0644,Zekrom,,Drago,Elettro,Pokémon Nero Ideale,Base,100,150,120,120,100,90,680,"113,33",Light Screen,Protect,Reflect,Rest,Drago,Volante - Acqua,Drago - Folletto - Ghiaccio,Terra
#0645,Landorus,Forma Incarnata,Terra,Volante,Pokémon Fertilità,Base,89,125,90,115,80,101,600,"100,00",Earth Power,Earthquake,Fly,Focus Blast,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Lotta - Erba,Erba - Ghiaccio - Acqua,Elettro - Ghiaccio - Roccia
#0645,Landorus,Forma Totem,Terra,Volante,Pokémon Fertilità,Base,89,145,90,105,80,91,600,"100,00",Earthquake,Fly,Knock Off,Protect,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Lotta - Erba,Erba - Ghiaccio - Acqua,Elettro - Ghiaccio - Roccia
#0646,Kyurem,Forma Normale,Drago,Ghiaccio,Pokémon Confine,Base,125,120,90,170,100,95,700,"116,67",Ice Beam,Light Screen,Protect,Reflect,Drago,Drago - Volante - Erba - Terra,Drago - Folletto - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio
#0646,Kyurem,Kyurem Bianco,Drago,Ghiaccio,Pokémon Confine,Base,125,120,90,170,100,95,700,"116,67",Ice Beam,Light Screen,Protect,Reflect,Drago,Drago - Volante - Erba - Terra,Drago - Folletto - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio
#0646,Kyurem,Kyurem Nero,Drago,Ghiaccio,Pokémon Confine,Base,125,170,100,120,90,95,700,"116,67",Ice Beam,Light Screen,Protect,Reflect,Drago,Drago - Volante - Erba - Terra,Drago - Folletto - Ghiaccio,Lotta - Fuoco - Roccia - Acciaio
#0647,Keldeo,Forma Normale,Acqua,Lotta,Pokémon Puledro,Base,91,72,90,129,90,108,580,"96,67",Flip Turn,Hydro Pump,Protect,Reflect,Fuoco - Terra - Roccia,Buio - Ghiaccio - Normale - Roccia - Acciaio,Elettro - Erba,Folletto - Volante - Psico
#0647,Keldeo,Forma Risoluta,Acqua,Lotta,Pokémon Puledro,Base,91,72,90,129,90,108,580,"96,67",Flip Turn,Hydro Pump,Protect,Reflect,Fuoco - Terra - Roccia,Buio - Ghiaccio - Normale - Roccia - Acciaio,Elettro - Erba,Folletto - Volante - Psico
#0648,Meloetta,Forma Canto,Normale,Psico,Pokémon Melodia,Base,100,77,77,128,128,90,600,"100,00",,,,,–,Lotta - Veleno,Lotta,Coleottero - Buio - Spettro
#0648,Meloetta,Forma Danza,Normale,Lotta,Pokémon Melodia,Base,100,128,90,77,77,128,600,"100,00",,,,,–,Buio - Ghiaccio - Normale - Roccia - Acciaio,Lotta,Folletto - Volante - Psico
#0649,Genesect,,Coleottero,Acciaio,Pokémon Paleozoico,Base,71,120,95,120,95,99,600,"100,00",Ice Beam,Light Screen,Protect,Reflect,Erba - Buio - Psico,Folletto - Ghiaccio - Roccia,Fuoco - Volante - Roccia,Lotta - Fuoco - Terra
#0650,Chespin,,Erba,,Pokémon Castanriccio,Base,56,61,65,48,45,38,313,"52,17",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0651,Quilladin,,Erba,,Pokémon Spincorazza,Stadio 1,61,78,95,56,58,57,405,"67,50",,,,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0652,Chesnaught,,Erba,Lotta,Pokémon Spincorazza,Stadio 2,88,107,122,74,75,64,530,"88,33",,,,,Terra - Roccia - Acqua,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Folletto - Volante - Psico
#0653,Fennekin,,Fuoco,,Pokémon Volpe,Base,40,45,40,62,60,60,307,"51,17",,,,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0654,Braixen,,Fuoco,,Pokémon Volpe,Stadio 1,59,59,58,90,70,73,409,"68,17",,,,,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0655,Delphox,,Fuoco,Psico,Pokémon Volpe,Stadio 2,75,69,72,114,100,104,534,"89,00",,,,,Coleottero - Erba - Ghiaccio - Acciaio,Lotta - Veleno,Terra - Roccia - Acqua,Coleottero - Buio - Spettro
#0656,Froakie,,Acqua,,Pokémon Schiumorana,Base,41,56,40,62,44,71,314,"52,33",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0657,Frogadier,,Acqua,,Pokémon Schiumorana,Stadio 1,54,63,52,83,56,97,405,"67,50",,,,,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0658,Greninja,Forma Normale,Acqua,Buio,Pokémon Ninja,Stadio 2,72,95,67,103,71,122,530,"88,33",,,,,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Coleottero - Folletto - Lotta
#0658,Greninja,Forma Ash,Acqua,Buio,Pokémon Ninja,Stadio 2,72,145,67,153,71,132,640,"106,67",,,,,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Coleottero - Folletto - Lotta
#0659,Bunnelby,,Normale,,Pokémon Scavabuche,Base,38,36,38,32,36,57,237,"39,50",Earthquake,Protect,Rest,Toxic,–,–,Lotta,–
#0660,Diggersby,,Normale,Terra,Pokémon Scavabuche,Stadio 1,85,56,77,50,77,78,423,"70,50",Earthquake,Giga Impact,High Horsepower,Ice Punch,–,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta,Erba - Ghiaccio - Acqua
#0661,Fletchling,,Normale,Volante,Pokémon Pettirosso,Base,45,50,43,40,38,62,278,"46,33",Protect,Rest,Roost,Taunt,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0662,Fletchinder,,Fuoco,Volante,Pokémon Sfavillante,Stadio 1,62,73,55,56,52,84,382,"63,67",Protect,Rest,Roost,Taunt,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Lotta - Erba,Terra - Roccia - Acqua,Elettro - Ghiaccio - Roccia
#0663,Talonflame,,Fuoco,Volante,Pokémon Ardifiamma,Stadio 2,78,81,71,74,69,126,499,"83,17",Brave Bird,Dual Wingbeat,Flare Blitz,Heat Wave,Coleottero - Erba - Ghiaccio - Acciaio,Coleottero - Lotta - Erba,Terra - Roccia - Acqua,Elettro - Ghiaccio - Roccia
#0664,Scatterbug,,Coleottero,,Pokémon Tirascaglie,Base,38,35,40,27,25,35,200,"33,33",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0665,Spewpa,,Coleottero,,Pokémon Tirascaglie,Stadio 1,45,22,60,27,30,29,213,"35,50",,,,,Erba - Buio - Psico,–,Fuoco - Volante - Roccia,–
#0666,Vivillon,Nevi Perenni,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Nordico,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Manto di Neve,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Continentale,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Prato,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Eleganza,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Giardinfiore,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0666,Vivillon,Trendy,Coleottero,Volante,Pokémon Farfascaglia,Stadio 2,80,52,50,90,50,89,411,"68,50",,,,,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
