N. Pokédex,Pokémon,Forme,Tipo1,Tipo2,Categoria,Grado,PS,Attacco,Difesa,Attacco sp.,Difesa sp.,Velocità,Totale,Media,Mossa 1,Mossa 2,Mossa 3,Mossa 4,Forte 1 Contro,Forte 2 Contro,Debole 1 Contro,Debole 2 Contro
#0305,Lairon,,Acciaio,Roccia,Pokémon Corazza,Stadio 1,60,90,140,50,50,40,430,71.67,Earthquake,Head Smash,Protect,Rest,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Fuoco - Terra,Lotta - Erba - Terra - Acciaio - Acqua
#0306,Aggron,Forma Normale,Acciaio,Roccia,Pokémon Corazza,Stadio 2,70,110,180,60,60,50,530,88.33,Earthquake,Head Smash,Hydro Pump,Ice Beam,Folletto - Ghiaccio - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Fuoco - Terra,Lotta - Erba - Terra - Acciaio - Acqua
#0309,Electrike,,Elettro,,Pokémon Lampo,Base,40,45,40,65,40,65,295,49.17,Howl,Light Screen,Protect,Rest,Volante - Acqua,–,Terra,–
#0310,Manectric,Forma Normale,Elettro,,Pokémon Scossa,Stadio 1,70,75,60,105,60,105,475,79.17,Flamethrower,Howl,Light Screen,Overheat,Volante - Acqua,–,Terra,–
#0315,Roselia,,Erba,Veleno,Pokémon Spina,Stadio 1,50,60,45,100,80,65,400,66.67,Protect,Rest,Toxic,,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0318,Carvanha,,Acqua,Buio,Pokémon Feroce,Base,45,90,20,65,20,65,305,50.83,Destiny Bond,Flip Turn,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Coleottero - Folletto - Lotta
#0319,Sharpedo,Forma Normale,Acqua,Buio,Pokémon Brutale,Stadio 1,70,120,40,95,40,95,460,76.67,Bounce,Bulldoze,Close Combat,Crunch,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Coleottero - Folletto - Lotta
#0320,Wailmer,,Acqua,,Pokémon Balenottero,Base,130,70,35,70,35,60,400,66.67,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0321,Wailord,,Acqua,,Pokémon Megabalena,Stadio 1,170,90,45,90,45,60,500,83.33,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0324,Torkoal,,Fuoco,,Pokémon Carbone,Base,70,85,140,85,70,20,470,78.33,Body Press,Burning Jealousy,Earth Power,Earthquake,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0328,Trapinch,,Terra,,Pokémon Trappola,Base,45,100,45,45,45,10,290,48.33,Earthquake,Protect,Rest,Toxic,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0329,Vibrava,,Terra,Drago,Pokémon Vibrazione,Stadio 1,50,70,50,50,50,70,340,56.67,Boomburst,Earthquake,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago,Erba - Ghiaccio - Acqua,Drago - Folletto - Ghiaccio
#0330,Flygon,,Terra,Drago,Pokémon Magico,Stadio 2,80,100,80,80,80,100,520,86.67,Air Slash,Boomburst,Bulldoze,Draco Meteor,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago,Erba - Ghiaccio - Acqua,Drago - Folletto - Ghiaccio
#0333,Swablu,,Normale,Volante,Pokémon Alidicotone,Base,45,40,60,40,75,50,310,51.67,Ice Beam,Protect,Rest,Roost,–,Coleottero - Lotta - Erba,Lotta,Elettro - Ghiaccio - Roccia
#0334,Altaria,Forma Normale,Drago,Volante,Pokémon Canterino,Stadio 1,75,70,90,70,105,80,490,81.67,Earthquake,Ice Beam,Protect,Rest,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0337,Lunatone,,Roccia,Psico,Pokémon Meteorite,Base,90,55,65,95,85,70,460,76.67,Baton Pass,Earthquake,Ice Beam,Light Screen,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Veleno,Lotta - Erba - Terra - Acciaio - Acqua,Coleottero - Buio - Spettro
#0338,Solrock,,Roccia,Psico,Pokémon Meteorite,Base,90,95,85,55,65,70,460,76.67,Baton Pass,Earthquake,Light Screen,Protect,Coleottero - Fuoco - Volante - Ghiaccio,Lotta - Veleno,Lotta - Erba - Terra - Acciaio - Acqua,Coleottero - Buio - Spettro
#0339,Barboach,,Acqua,Terra,Pokémon Baffetti,Base,50,48,43,46,41,60,288,48.00,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0340,Whiscash,,Acqua,Terra,Pokémon Baffetti,Stadio 1,110,78,73,76,71,60,468,78.00,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0341,Corphish,,Acqua,,Pokémon Birbone,Base,43,80,65,50,35,35,308,51.33,Hydro Pump,Ice Beam,Knock Off,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0342,Crawdaunt,,Acqua,Buio,Pokémon Canaglia,Stadio 1,63,120,85,90,55,55,468,78.00,Aqua Jet,Brick Break,Close Combat,Crabhammer,Fuoco - Terra - Roccia,Spettro - Psico,Elettro - Erba,Coleottero - Folletto - Lotta
#0343,Baltoy,,Terra,Psico,Pokémon Argilla,Base,40,40,55,40,70,55,300,50.00,Earthquake,Ice Beam,Light Screen,Protect,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Veleno,Erba - Ghiaccio - Acqua,Coleottero - Buio - Spettro
#0344,Claydol,,Terra,Psico,Pokémon Argilla,Stadio 1,60,70,105,70,120,75,500,83.33,Ally Switch,Earthquake,Ice Beam,Light Screen,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Veleno,Erba - Ghiaccio - Acqua,Coleottero - Buio - Spettro
#0345,Lileep,,Roccia,Erba,Pokémon Fiordimare,Base,66,41,77,61,87,23,355,59.17,Protect,Rest,Stealth Rock,Toxic,Coleottero - Fuoco - Volante - Ghiaccio,Terra - Roccia - Acqua,Lotta - Erba - Terra - Acciaio - Acqua,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0346,Cradily,,Roccia,Erba,Pokémon Lepade,Stadio 1,86,81,97,81,107,43,495,82.50,Ancient Power,Earth Power,Earthquake,Energy Ball,Coleottero - Fuoco - Volante - Ghiaccio,Terra - Roccia - Acqua,Lotta - Erba - Terra - Acciaio - Acqua,Coleottero - Fuoco - Volante - Ghiaccio - Veleno
#0347,Anorith,,Roccia,Coleottero,Pokémon Primaceo,Base,45,95,50,40,50,75,355,59.17,Knock Off,Protect,Rapid Spin,Rest,Coleottero - Fuoco - Volante - Ghiaccio,Erba - Buio - Psico,Lotta - Erba - Terra - Acciaio - Acqua,Fuoco - Volante - Roccia
#0348,Armaldo,,Roccia,Coleottero,Pokémon Piastre,Stadio 1,75,125,100,70,80,45,495,82.50,Earthquake,Knock Off,Protect,Rapid Spin,Coleottero - Fuoco - Volante - Ghiaccio,Erba - Buio - Psico,Lotta - Erba - Terra - Acciaio - Acqua,Fuoco - Volante - Roccia
#0349,Feebas,,Acqua,,Pokémon Pesce,Base,20,15,20,10,55,80,200,33.33,Ice Beam,Light Screen,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0350,Milotic,,Acqua,,Pokémon Tenerezza,Stadio 1,95,60,79,100,125,81,540,90.00,Blizzard,Breaking Swipe,Coil,Dragon Pulse,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0355,Duskull,,Spettro,,Pokémon Requiem,Base,20,40,90,30,90,25,295,49.17,Destiny Bond,Ice Beam,Protect,Rest,Spettro - Psico,–,Buio - Spettro,–
#0356,Dusclops,,Spettro,,Pokémon Ipnosguardo,Stato 1,40,70,130,60,130,25,455,75.83,Ally Switch,Brick Break,Bulldoze,Destiny Bond,Spettro - Psico,–,Buio - Spettro,–
#0359,Absol,Forma Normale,Buio,,Pokémon Catastrofe,Base,65,130,60,75,60,75,465,77.50,Baton Pass,Bounce,Close Combat,Detect,Spettro - Psico,–,Coleottero - Folletto - Lotta,–
#0360,Wynaut,,Psico,,Pokémon Brillante,Baby,95,23,48,23,48,23,260,43.33,Destiny Bond,,,,Lotta - Veleno,–,Coleottero - Buio - Spettro,–
#0361,Snorunt,,Ghiaccio,,Pokémon Cappelneve,Base,50,50,50,50,50,50,300,50.00,Ice Beam,Light Screen,Protect,Rest,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0362,Glalie,Forma Normale,Ghiaccio,,Pokémon Tuttomuso,Stadio 1,80,80,80,80,80,80,480,80.00,Earthquake,Ice Beam,Light Screen,Protect,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0363,Spheal,,Ghiaccio,Acqua,Pokémon Rotolante,Base,70,40,50,55,50,25,290,48.33,Earthquake,Ice Beam,Protect,Rest,Drago - Volante - Erba - Terra,Fuoco - Terra - Roccia,Lotta - Fuoco - Roccia - Acciaio,Elettro - Erba
#0364,Sealeo,,Ghiaccio,Acqua,Pokémon Rotapalla,Stadio 1,90,60,70,75,70,45,410,68.33,Earthquake,Ice Beam,Protect,Rest,Drago - Volante - Erba - Terra,Fuoco - Terra - Roccia,Lotta - Fuoco - Roccia - Acciaio,Elettro - Erba
#0365,Walrein,,Ghiaccio,Acqua,Pokémon Spaccagelo,Stadio 2,110,80,90,95,90,65,530,88.33,Earthquake,Hydro Pump,Ice Beam,Protect,Drago - Volante - Erba - Terra,Fuoco - Terra - Roccia,Lotta - Fuoco - Roccia - Acciaio,Elettro - Erba
#0369,Relicanth,,Acqua,Roccia,Pokémon Longevità,Base,100,90,130,45,65,55,485,80.83,Earthquake,Head Smash,Hydro Pump,Ice Beam,Fuoco - Terra - Roccia,Coleottero - Fuoco - Volante - Ghiaccio,Elettro - Erba,Lotta - Erba - Terra - Acciaio - Acqua
#0371,Bagon,,Drago,,Pokémon Rocciotesta,Base,45,75,60,40,30,50,300,50.00,Hydro Pump,Protect,Rest,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0372,Shelgon,,Drago,,Pokémon Resistenza,Stadio 1,65,95,100,60,50,50,420,70.00,Hydro Pump,Protect,Rest,Toxic,Drago,–,Drago - Folletto - Ghiaccio,–
#0373,Salamence,Forma Normale,Drago,Volante,Pokémon Drago,Stadio 2,95,145,130,120,90,120,700,116.67,Air Slash,Bulldoze,Draco Meteor,Dragon Claw,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0375,Metang,,Acciaio,Psico,Pokémon Ferrunghia,Stadio 1,60,75,100,55,80,50,420,70.00,Earthquake,Light Screen,Protect,Reflect,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0376,Metagross,Forma Normale,Acciaio,Psico,Pokémon Ferrarto,Stadio 2,80,135,130,95,90,70,600,100.00,Bullet Punch,Earthquake,Ice Punch,Iron Head,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0377,Regirock,,Roccia,,Pokémon Picco,Base,80,100,200,50,100,50,580,96.67,Body Press,Curse,Drain Punch,Earthquake,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0378,Regice,,Ghiaccio,,Pokémon Iceberg,Base,80,50,100,100,200,50,580,96.67,Ancient Power,Avalanche,Blizzard,Earthquake,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0379,Registeel,,Acciaio,,Pokémon Ferro,Base,80,75,150,75,150,50,580,96.67,Amnesia,Ancient Power,Body Press,Curse,Folletto - Ghiaccio - Roccia,–,Lotta - Fuoco - Terra,–
#0380,Latias,Forma Normale,Drago,Psico,Pokémon Eone,Base,80,80,90,110,130,110,600,100.00,Air Slash,Ally Switch,Baton Pass,Breaking Swipe,Drago,Lotta - Veleno,Drago - Folletto - Ghiaccio,Coleottero - Buio - Spettro
#0381,Latios,Forma Normale,Drago,Psico,Pokémon Eone,Base,80,90,80,130,110,110,600,100.00,Air Slash,Aura Sphere,Baton Pass,Draco Meteor,Drago,Lotta - Veleno,Drago - Folletto - Ghiaccio,Coleottero - Buio - Spettro
#0382,Kyogre,Forma Normale,Acqua,,Pokémon Oceano,Base,100,100,90,150,140,90,670,111.67,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0382,Kyogre,Archeo Kyogre,Acqua,,Pokémon Oceano,Archeoevoluzione,100,150,90,180,160,90,770,128.33,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0383,Groudon,Forma Normale,Terra,,Pokémon Continente,Base,100,150,140,100,90,90,670,111.67,Earthquake,Eruption,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0383,Groudon,Archeo Groudon,Terra,Fuoco,Pokémon Continente,Archeoevoluzione,100,180,160,150,90,90,770,128.33,Earthquake,Eruption,Protect,Rest,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Erba - Ghiaccio - Acciaio,Erba - Ghiaccio - Acqua,Terra - Roccia - Acqua
#0384,Rayquaza,Forma Normale,Drago,Volante,Pokémon Stratosfera,Base,105,150,90,150,90,95,680,113.33,Dragon Ascent,Earthquake,Hydro Pump,Ice Beam,Drago,Coleottero - Lotta - Erba,Drago - Folletto - Ghiaccio,Elettro - Ghiaccio - Roccia
#0385,Jirachi,,Acciaio,Psico,Pokémon Desiderio,Base,100,100,100,100,100,100,600,100.00,Baton Pass,Light Screen,Protect,Reflect,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0403,Shinx,,Elettro,,Pokémon Baleno,Base,45,65,34,40,34,45,263,43.83,Howl,Light Screen,Protect,Rest,Volante - Acqua,–,Terra,–
#0404,Luxio,,Elettro,,Pokémon Favilla,Stadio 1,60,85,49,60,49,60,363,60.50,Howl,Light Screen,Protect,Rest,Volante - Acqua,–,Terra,–
#0405,Luxray,,Elettro,,Pokémon Occhiluce,Stadio 2,80,120,79,95,79,70,523,87.17,Baby-Doll Eyes,Crunch,Helping Hand,Howl,Volante - Acqua,–,Terra,–
#0406,Budew,,Erba,Veleno,Pokémon Germoglio,Baby,40,30,35,50,70,55,280,46.67,Protect,Rest,Toxic,,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0407,Roserade,,Erba,Veleno,Pokémon Floreale,Stadio 2,60,70,65,125,105,90,515,85.83,Leaf Storm,Protect,Rest,Sleep Powder,Terra - Roccia - Acqua,Folletto - Erba,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Terra - Psico
#0416,Vespiquen,,Coleottero,Volante,Pokémon Alveare,Stadio 1,70,80,102,80,102,40,474,79.00,Destiny Bond,Protect,Rest,Roost,Erba - Buio - Psico,Coleottero - Lotta - Erba,Fuoco - Volante - Roccia,Elettro - Ghiaccio - Roccia
#0420,Cherubi,,Erba,,Pokémon Ciliegia,Base,45,35,45,62,53,35,275,45.83,Protect,Rest,Toxic,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0421,Cherrim,Forma Nuvola,Erba,,Pokémon Bocciolo,Stadio 1,70,60,70,87,78,85,450,75.00,Dazzling Gleam,Energy Ball,Grassy Glide,Heal Pulse,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0421,Cherrim,Forma Splendore,Erba,,Pokémon Bocciolo,Stadio 1,70,90,70,87,117,85,519,86.50,Dazzling Gleam,Energy Ball,Grassy Glide,Heal Pulse,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0422,Shellos,Forma Mare Ovest,Acqua,,Pokémon Lumacomare,Base,76,48,48,57,62,34,325,54.17,Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0422,Shellos,Forma Mare Est,Acqua,,Pokémon Lumacomare,Base,76,48,48,57,62,34,325,54.17,Hydro Pump,Ice Beam,Protect,Rest,Fuoco - Terra - Roccia,–,Elettro - Erba,–
#0423,Gastrodon,Forma Mare Ovest,Acqua,Terra,Pokémon Lumacomare,Stadio 1,111,83,68,92,82,39,475,79.17,Acid Armor,Clear Smog,Earth Power,Earthquake,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0423,Gastrodon,Forma Mare Est,Acqua,Terra,Pokémon Lumacomare,Stadio 1,111,83,68,92,82,39,475,79.17,Acid Armor,Clear Smog,Earth Power,Earthquake,Fuoco - Terra - Roccia,Elettro - Fuoco - Veleno - Roccia - Acciaio,Elettro - Erba,Erba - Ghiaccio - Acqua
#0425,Drifloon,,Spettro,Volante,Pokémon Pallone,Base,90,50,34,60,44,70,348,58.00,Baton Pass,Destiny Bond,Knock Off,Protect,Spettro - Psico,Coleottero - Lotta - Erba,Buio - Spettro,Elettro - Ghiaccio - Roccia
#0426,Drifblim,,Spettro,Volante,Pokémon Dirigibile,Stadio 1,150,80,44,90,54,80,498,83.00,Acrobatics,Ally Switch,Baton Pass,Clear Smog,Spettro - Psico,Coleottero - Lotta - Erba,Buio - Spettro,Elettro - Ghiaccio - Roccia
#0427,Buneary,,Normale,,Pokémon Coniglio,Base,55,66,44,44,56,85,350,58.33,Baton Pass,Fake Out,Ice Beam,Protect,–,–,Lotta,–
#0428,Lopunny,Forma Normale,Normale,,Pokémon Coniglio,Stadio 1,65,76,84,54,96,105,480,80.00,Acrobatics,Aura Sphere,Baby-Doll Eyes,Baton Pass,–,–,Lotta,–
#0434,Stunky,,Veleno,Buio,Pokémon Moffetta,Base,63,63,47,41,41,74,329,54.83,Protect,Rest,Snarl,Taunt,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0435,Skuntank,,Veleno,Buio,Pokémon Moffetta,Stadio 1,103,93,67,71,61,84,479,79.83,Protect,Rest,Snarl,Taunt,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0436,Bronzor,,Acciaio,Psico,Pokémon Bronzo,Base,57,24,86,24,86,23,300,50.00,Earthquake,Light Screen,Protect,Reflect,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0437,Bronzong,,Acciaio,Psico,Pokémon Squibronzo,Stadio 1,67,89,116,79,116,33,500,83.33,Ally Switch,Body Press,Bulldoze,Earthquake,Folletto - Ghiaccio - Roccia,Lotta - Veleno,Lotta - Fuoco - Terra,Coleottero - Buio - Spettro
#0438,Bonsly,,Roccia,,Pokémon Bonsai,Baby,50,80,95,10,45,10,290,48.33,Protect,Rest,Stealth Rock,Toxic,Coleottero - Fuoco - Volante - Ghiaccio,–,Lotta - Erba - Terra - Acciaio - Acqua,–
#0440,Happiny,,Normale,,Pokémon Ovettino,Baby,100,5,5,15,65,30,220,36.67,Light Screen,Protect,Rest,Stored Power,–,–,Lotta,–
#0442,Spiritomb,,Spettro,Buio,Pokémon Proibito,Base,50,92,108,92,108,35,485,80.83,Ally Switch,Burning Jealousy,Dark Pulse,Destiny Bond,Spettro - Psico,Spettro - Psico,Buio - Spettro,Coleottero - Folletto - Lotta
#0443,Gible,,Drago,Terra,Pokémon Squaloterra,Base,58,70,45,40,45,42,300,50.00,Earthquake,Protect,Rest,Stealth Rock,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0444,Gabite,,Drago,Terra,Pokémon Grotta,Stadio 1,68,90,65,50,55,82,410,68.33,Earthquake,Protect,Rest,Stealth Rock,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0445,Garchomp,Forma Normale,Drago,Terra,Pokémon Mach,Stadio 2,108,130,95,80,85,102,600,100.00,Bulldoze,Dragon Claw,Earthquake,Fire Fang,Drago,Elettro - Fuoco - Veleno - Roccia - Acciaio,Drago - Folletto - Ghiaccio,Erba - Ghiaccio - Acqua
#0446,Munchlax,,Normale,,Pokémon Ghiottone,Baby,135,85,40,40,85,5,390,65.00,Earthquake,Hydro Pump,Ice Beam,Protect,–,–,Lotta,–
#0447,Riolu,,Lotta,,Pokémon Emanazione,Baby,40,70,40,35,40,60,285,47.50,Coaching,Copycat,Detect,Drain Punch,Buio - Ghiaccio - Normale - Roccia - Acciaio,–,Folletto - Volante - Psico,–
#0448,Lucario,Forma Normale,Lotta,Acciaio,Pokémon Aura,Stadio 1,70,110,70,115,70,90,525,87.50,Aura Sphere,Bullet Punch,Close Combat,,Buio - Ghiaccio - Normale - Roccia - Acciaio,Folletto - Ghiaccio - Roccia,Folletto - Volante - Psico,Lotta - Fuoco - Terra
#0449,Hippopotas,,Terra,,Pokémon Ippo,Base,68,72,78,38,42,32,330,55.00,Earthquake,Protect,Rest,Stealth Rock,Elettro - Fuoco - Veleno - Roccia - Acciaio,–,Erba - Ghiaccio - Acqua,–
#0451,Skorupi,,Veleno,Coleottero,Pokémon Scorpione,Base,40,50,90,30,55,65,330,55.00,Knock Off,Protect,Rest,Taunt,Folletto - Erba,Erba - Buio - Psico,Terra - Psico,Fuoco - Volante - Roccia
#0452,Drapion,,Veleno,Buio,Pokémon Scorpiaccio,Stadio 1,70,90,110,60,75,95,500,83.33,Brick Break,Cross Poison,Crunch,Earthquake,Folletto - Erba,Spettro - Psico,Terra - Psico,Coleottero - Folletto - Lotta
#0453,Croagunk,,Veleno,Lotta,Pokémon Inveieleno,Base,48,61,40,61,40,50,300,50.00,Baton Pass,Earthquake,Fake Out,Knock Off,Folletto - Erba,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Psico,Folletto - Volante - Psico
#0454,Toxicroak,,Veleno,Lotta,Pokémon Inveieleno,Stadio 1,83,106,65,86,65,85,490,81.67,Baton Pass,Bounce,Drain Punch,Earthquake,Folletto - Erba,Buio - Ghiaccio - Normale - Roccia - Acciaio,Terra - Psico,Folletto - Volante - Psico
#0458,Mantyke,,Acqua,Volante,Pokémon Aquilone,Baby,45,20,50,60,120,50,345,57.50,Earthquake,Hydro Pump,Ice Beam,Protect,Fuoco - Terra - Roccia,Coleottero - Lotta - Erba,Elettro - Erba,Elettro - Ghiaccio - Roccia
#0459,Snover,,Erba,Ghiaccio,Pokémon Albergelo,Base,60,62,50,62,60,40,334,55.67,Ice Beam,Light Screen,Protect,Rest,Terra - Roccia - Acqua,Drago - Volante - Erba - Terra,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Roccia - Acciaio
#0460,Abomasnow,Forma Normale,Erba,Ghiaccio,Pokémon Albergelo,Stadio 1,90,92,75,92,85,60,494,82.33,Aurora Veil,Blizzard,Earth Power,Earthquake,Terra - Roccia - Acqua,Drago - Volante - Erba - Terra,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,Lotta - Fuoco - Roccia - Acciaio
#0461,Weavile,,Buio,Ghiaccio,Pokémon Lamartigli,Stadio 1,70,120,65,45,85,125,510,85.00,Beat Up,Fake Out,Fake Tears,Foul Play,Spettro - Psico,Drago - Volante - Erba - Terra,Coleottero - Folletto - Lotta,Lotta - Fuoco - Roccia - Acciaio
#0462,Magnezone,,Elettro,Acciaio,Pokémon Magnetico,Stadio 2,70,70,115,130,90,60,535,89.17,Ally Switch,Body Press,Flash Cannon,,Volante - Acqua,Folletto - Ghiaccio - Roccia,Terra,Lotta - Fuoco - Terra
#0463,Lickilicky,,Normale,,Pokémon Linguaccia,Stadio 1,110,85,95,80,95,50,515,85.83,Belly Drum,Body Press,Body Slam,Bulldoze,–,–,Lotta,–
#0464,Rhyperior,,Terra,Roccia,Pokémon Trapano,Stadio 2,115,140,130,55,55,40,535,89.17,Earthquake,Fire Punch,High Horsepower,Hydro Pump,Elettro - Fuoco - Veleno - Roccia - Acciaio,Coleottero - Fuoco - Volante - Ghiaccio,Erba - Ghiaccio - Acqua,Lotta - Erba - Terra - Acciaio - Acqua
#0465,Tangrowth,,Erba,,Pokémon Liana,Stadio 1,100,100,125,110,50,50,535,89.17,Ancient Power,Earthquake,Endeavor,Giga Drain,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0466,Electivire,,Elettro,,Pokémon Saetta,Stadio 2,75,123,67,95,85,95,540,90.00,Brick Break,Cross Chop,Earthquake,Fire Punch,Volante - Acqua,–,Terra,–
#0467,Magmortar,,Fuoco,,Pokémon Esplosivo,Stadio 2,75,95,67,125,95,83,540,90.00,Earthquake,Flamethrower,Heat Wave,Helping Hand,Coleottero - Erba - Ghiaccio - Acciaio,–,Terra - Roccia - Acqua,–
#0468,Togekiss,,Folletto,Volante,Pokémon Festa,Stadio 2,85,50,95,120,115,80,545,90.83,Air Slash,Ally Switch,Baton Pass,Dazzling Gleam,Lotta - Buio - Drago,Coleottero - Lotta - Erba,Veleno - Acciaio,Elettro - Ghiaccio - Roccia
#0470,Leafeon,,Erba,,Pokémon Rigoglioso,Stadio 1,65,110,130,60,65,95,525,87.50,Baton Pass,Detect,Dig,,Terra - Roccia - Acqua,–,Coleottero - Fuoco - Volante - Ghiaccio - Veleno,–
#0471,Glaceon,,Ghiaccio,,Pokémon Nevefresca,Stadio 1,65,60,110,130,95,65,525,87.50,Baton Pass,Blizzard,Detect,Freeze-Dry,Drago - Volante - Erba - Terra,–,Lotta - Fuoco - Roccia - Acciaio,–
#0473,Mamoswine,,Ghiaccio,Terra,Pokémon Duezanne,Stadio 2,110,130,80,70,60,80,530,88.33,Earthquake,High Horsepower,Ice Beam,Ice Shard,Drago - Volante - Erba - Terra,Elettro - Fuoco - Veleno - Roccia - Acciaio,Lotta - Fuoco - Roccia - Acciaio,Erba - Ghiaccio - Acqua
#0475,Gallade,Forma Normale,Psico,Lotta,Pokémon Lama,Stadio 2,68,125,65,65,115,80,518,86.33,Ally Switch,Close Combat,Coaching,Destiny Bond,Lotta - Veleno,Buio - Ghiaccio - Normale - Roccia - Acciaio,Coleottero - Buio - Spettro,Folletto - Volante - Psico
#0477,Dusknoir,,Spettro,,Pokémon Pinza,Stadio 2,45,100,135,65,135,45,525,87.50,Ally Switch,Curse,Destiny Bond,Earthquake,Spettro - Psico,–,Buio - Spettro,–
#0478,Froslass,,Ghiaccio,Spettro,Pokémon Suolnevoso,Stadio 1,70,80,70,80,70,110,480,80.00,Ally Switch,Blizzard,Destiny Bond,Frost Breath,Drago - Volante - Erba - Terra,Spettro - Psico,Lotta - Fuoco - Roccia - Acciaio,Buio - Spettro
#0479,Rotom,Forma Normale,Elettro,Spettro,Pokémon Plasma,Base,50,50,77,95,77,91,440,73.33,Light Screen,Protect,Reflect,Rest,Volante - Acqua,Spettro - Psico,Terra,Buio - Spettro
